,BTC,ETH,DXY
2020-03-17,5312.64,115.67,122.4875
2020-03-18,5393.04,118.11,124.1693
2020-03-19,6162.37,136.3,125.0662
2020-03-20,6208.36,133.48,124.9425
2020-03-23,6467.31,135.92,126.1342
2020-03-24,6744.72,138.42,125.5092
2020-03-25,6677.43,136.1,124.7995
2020-03-26,6737.36,138.4,122.4384
2020-03-27,6359.11,131.33,122.4097
2020-03-30,6394.38,132.06,123.2997
2020-03-31,6410.44,132.72,122.5394
2020-04-01,6642.92,135.69,123.8033
2020-04-02,6794.09,141.28,123.5994
2020-04-03,6734.1,141.31,124.4237
2020-04-06,7329.9,171.32,124.1692
2020-04-07,7197.32,164.63,123.1038
2020-04-08,7361.28,173.11,123.2299
2020-04-09,7283.54,169.52,122.4834
2020-04-10,6858.92,157.81,122.1668
2020-04-13,6837.91,156.29,122.5282
2020-04-14,6868.7,158.45,122.1204
2020-04-15,6621.24,152.73,123.084
2020-04-16,7101.94,172.29,123.4698
2020-04-17,7027.55,170.69,122.8791
2020-04-20,6826.83,170.2,123.1121
2020-04-21,6841.37,170.74,123.9207
2020-04-22,7125.14,182.7,123.9354
2020-04-23,7482.39,185.51,123.7645
2020-04-24,7505.0,187.59,124.172
2020-04-27,7774.62,196.34,123.8954
2020-04-28,7738.98,196.24,123.3794
2020-04-29,8778.57,215.36,122.7877
2020-04-30,8620.0,206.08,122.3375
2020-05-01,8826.96,212.02,123.1615
2020-05-04,8871.96,206.48,123.2224
2020-05-05,9021.83,205.29,122.8117
2020-05-06,9142.92,198.97,123.6188
2020-05-07,9986.4,212.0,123.1339
2020-05-08,9800.01,211.31,122.5465
2020-05-11,8561.52,185.73,123.2423
2020-05-12,8810.79,189.76,123.0694
2020-05-13,9309.37,199.58,123.5512
2020-05-14,9791.98,203.29,123.6524
2020-05-15,9316.42,194.86,123.608
2020-05-18,9733.93,214.91,122.8055
2020-05-19,9775.53,214.58,122.5744
2020-05-20,9511.43,209.98,122.1093
2020-05-21,9068.65,198.74,122.099
2020-05-22,9170.0,207.36,122.3278
2020-05-25,8900.35,204.15,
2020-05-26,8841.18,200.89,121.3933
2020-05-27,9204.07,208.29,121.5741
2020-05-28,9575.89,220.21,121.0207
2020-05-29,9427.07,220.67,120.953
2020-06-01,10200.77,248.23,120.2753
2020-06-02,9518.04,237.71,119.692
2020-06-03,9666.24,244.52,119.2625
2020-06-04,9789.06,243.21,119.3094
2020-06-05,9621.16,240.03,118.8202
2020-06-08,9782.01,246.4,118.6687
2020-06-09,9772.43,243.8,118.5967
2020-06-10,9885.0,247.78,118.5307
2020-06-11,9280.4,230.51,119.2435
2020-06-12,9465.13,237.55,119.6719
2020-06-15,9426.02,230.86,119.9622
2020-06-16,9525.59,235.3,119.5744
2020-06-17,9465.14,233.82,119.918
2020-06-18,9386.32,231.27,120.2252
2020-06-19,9310.23,229.0,120.226
2020-06-22,9685.69,243.13,119.7613
2020-06-23,9624.89,243.14,119.3372
2020-06-24,9296.49,234.58,119.9834
2020-06-25,9249.49,232.5,120.3089
2020-06-26,9162.21,229.64,120.5425
2020-06-29,9192.56,227.93,120.6757
2020-06-30,9138.55,225.6,120.4746
2020-07-01,9232.0,230.99,120.0902
2020-07-02,9086.54,226.46,119.8648
2020-07-03,9058.26,224.87,
2020-07-06,9344.2,241.6,119.2941
2020-07-07,9257.39,239.39,119.5814
2020-07-08,9436.06,246.95,119.5625
2020-07-09,9232.43,241.98,119.5221
2020-07-10,9288.34,241.26,119.3601
2020-07-13,9242.62,239.5,119.1984
2020-07-14,9255.85,240.44,119.3999
2020-07-15,9197.6,238.61,119.0423
2020-07-16,9133.72,233.57,118.9368
2020-07-17,9154.32,232.67,119.134
2020-07-20,9160.78,236.01,119.0588
2020-07-21,9390.0,245.59,118.4145
2020-07-22,9518.16,263.74,118.1446
2020-07-23,9603.27,275.3,118.0724
2020-07-24,9537.8,279.15,118.1445
2020-07-27,11029.96,321.93,117.3982
2020-07-28,10906.27,316.77,117.3301
2020-07-29,11100.53,317.71,117.2242
2020-07-30,11099.61,334.87,117.4133
2020-07-31,11335.46,346.33,117.2208
2020-08-03,11219.81,385.94,117.8199
2020-08-04,11191.97,389.61,117.7962
2020-08-05,11744.91,400.72,116.8865
2020-08-06,11762.46,394.77,117.055
2020-08-07,11594.23,379.34,117.6365
2020-08-10,11892.92,395.44,117.5946
2020-08-11,11392.08,379.0,117.3902
2020-08-12,11564.33,387.18,117.2679
2020-08-13,11780.0,424.54,117.1313
2020-08-14,11760.54,438.11,116.9512
2020-08-17,12281.13,430.89,116.7609
2020-08-18,11945.01,421.95,116.5722
2020-08-19,11754.59,407.46,116.5789
2020-08-20,11853.55,415.94,116.8243
2020-08-21,11531.34,387.97,117.0682
2020-08-24,11748.2,407.68,116.9238
2020-08-25,11318.42,382.93,116.8324
2020-08-26,11461.43,385.81,116.6358
2020-08-27,11330.38,383.27,116.6614
2020-08-28,11526.91,395.11,115.9506
2020-08-31,11649.51,433.79,115.7717
2020-09-01,11921.97,475.4,115.5814
2020-09-02,11388.54,439.5,116.0423
2020-09-03,10140.85,381.4,116.0799
2020-09-04,10446.25,385.26,116.0457
2020-09-07,10373.44,353.59,
2020-09-08,10126.65,337.39,116.4725
2020-09-09,10219.2,350.85,116.1396
2020-09-10,10336.87,367.93,115.8906
2020-09-11,10387.89,373.63,116.0963
2020-09-14,10671.77,377.12,115.6523
2020-09-15,10785.31,364.06,115.5996
2020-09-16,10954.01,365.11,115.3623
2020-09-17,10939.99,389.36,115.4476
2020-09-18,10933.39,384.39,115.248
2020-09-21,10417.22,340.36,116.3873
2020-09-22,10529.61,344.21,116.5529
2020-09-23,10241.46,320.72,117.2631
2020-09-24,10736.32,348.97,117.5578
2020-09-25,10686.67,351.92,117.8786
2020-09-28,10696.12,353.96,117.629
2020-09-29,10840.48,359.79,117.5379
2020-09-30,10776.59,359.83,116.957
2020-10-01,10619.13,352.85,116.7339
2020-10-02,10570.4,345.6,116.7424
2020-10-05,10792.21,353.62,116.187
2020-10-06,10599.66,340.75,116.2781
2020-10-07,10666.39,341.58,116.3548
2020-10-08,10925.57,350.95,116.1753
2020-10-09,11050.64,365.02,115.2843
2020-10-12,11528.25,386.51,
2020-10-13,11420.56,381.04,115.9193
2020-10-14,11417.89,378.69,115.6959
2020-10-15,11505.12,377.64,116.1046
2020-10-16,11319.32,365.5,115.7754
2020-10-19,11751.47,379.3,115.4109
2020-10-20,11909.99,368.52,115.2558
2020-10-21,12780.96,390.38,114.9185
2020-10-22,12968.52,413.98,115.1234
2020-10-23,12923.07,409.11,115.0198
2020-10-26,13052.19,392.52,115.2872
2020-10-27,13636.17,403.45,115.0206
2020-10-28,13266.4,388.23,115.8099
2020-10-29,13455.7,387.13,116.3138
2020-10-30,13560.1,382.49,116.1417
2020-11-02,13549.37,383.02,116.2425
2020-11-03,14023.53,387.88,115.4864
2020-11-04,14144.01,402.49,115.1733
2020-11-05,15590.02,416.69,114.4615
2020-11-06,15579.92,455.91,113.9977
2020-11-09,15328.41,444.32,114.0942
2020-11-10,15297.21,450.34,114.0802
2020-11-11,15684.24,463.09,
2020-11-12,16291.86,462.39,114.2889
2020-11-13,16320.7,476.43,114.2445
2020-11-16,16713.57,460.55,113.8356
2020-11-17,17659.38,482.15,113.6864
2020-11-18,17776.12,478.41,113.4645
2020-11-19,17802.82,471.25,113.6982
2020-11-20,18655.67,510.12,113.4932
2020-11-23,18368.0,608.58,113.759
2020-11-24,19160.01,604.97,113.4361
2020-11-25,18719.11,569.5,113.1871
2020-11-26,17149.47,519.83,
2020-11-27,17139.52,518.68,
2020-11-30,19695.87,616.66,113.2308
2020-12-01,18764.96,585.26,112.8122
2020-12-02,19204.09,596.89,112.6174
2020-12-03,19421.9,615.85,112.0293
2020-12-04,18650.52,567.24,111.7826
2020-12-07,19166.9,591.28,111.8431
2020-12-08,18324.11,554.94,111.8684
2020-12-09,18541.28,573.09,112.0353
2020-12-10,18254.63,558.99,111.9839
2020-12-11,18036.53,544.43,112.1469
2020-12-14,19273.14,586.29,112.177
2020-12-15,19426.43,588.64,111.866
2020-12-16,21335.52,637.18,111.7215
2020-12-17,22797.16,642.7,111.2286
2020-12-18,23107.39,653.85,111.6136
2020-12-21,22719.71,607.58,111.9477
2020-12-22,23810.79,636.45,112.201
2020-12-23,23232.76,585.56,111.9873
2020-12-24,23729.2,612.31,
2020-12-25,24712.47,626.82,
2020-12-28,27079.41,730.41,111.9821
2020-12-29,27385.0,732.0,111.524
2020-12-30,28875.54,752.17,111.3156
2020-12-31,28923.63,736.42,111.324
2021-01-01,29331.69,728.91,
2021-01-04,31988.71,1041.43,111.2143
2021-01-05,33949.53,1099.56,110.9649
2021-01-06,36769.36,1208.42,110.8573
2021-01-07,39432.28,1224.87,111.3124
2021-01-08,40582.81,1216.93,111.293
2021-01-11,35404.47,1087.01,111.8342
2021-01-12,34051.24,1050.16,111.5584
2021-01-13,37371.38,1129.89,111.3702
2021-01-14,39144.5,1231.62,111.1639
2021-01-15,36742.22,1168.53,111.5168
2021-01-18,36631.27,1258.45,
2021-01-19,35891.49,1365.36,111.4591
2021-01-20,35468.23,1376.99,
2021-01-21,30850.13,1110.96,111.2044
2021-01-22,32945.17,1232.62,111.5602
2021-01-25,32254.2,1317.88,111.8767
2021-01-26,32467.77,1365.97,111.6661
2021-01-27,30366.15,1239.03,112.0876
2021-01-28,33364.86,1329.69,112.015
2021-01-29,34252.2,1379.5,111.9604
2021-02-01,33526.37,1374.17,112.4282
2021-02-02,35466.24,1511.87,112.2937
2021-02-03,37618.87,1664.49,112.2648
2021-02-04,36936.66,1595.67,112.756
2021-02-05,38290.24,1719.19,112.2463
2021-02-08,46374.87,1750.15,112.0512
2021-02-09,46420.42,1769.13,111.7768
2021-02-10,44807.58,1740.78,111.5929
2021-02-11,47969.51,1785.62,111.5364
2021-02-12,47287.6,1840.26,111.4981
2021-02-15,47911.1,1779.25,
2021-02-16,49133.45,1781.99,111.7984
2021-02-17,52119.71,1849.88,112.03
2021-02-18,51552.6,1939.61,112.1718
2021-02-19,55906.0,1955.0,111.7179
2021-02-22,54087.67,1777.58,111.9316
2021-02-23,48891.0,1577.89,111.911
2021-02-24,49676.2,1623.39,111.7339
2021-02-25,47073.73,1481.75,111.9402
2021-02-26,46276.87,1444.59,112.8433
2021-03-01,49587.03,1569.86,112.538
2021-03-02,48440.65,1486.78,112.5472
2021-03-03,50349.37,1567.69,112.7761
2021-03-04,48374.09,1539.23,112.717
2021-03-05,48751.71,1528.31,113.7626
2021-03-08,52375.17,1833.18,114.2824
2021-03-09,54884.5,1870.51,113.9431
2021-03-10,55851.59,1795.12,113.6015
2021-03-11,57773.16,1825.78,112.9345
2021-03-12,57221.72,1766.1,113.0403
2021-03-15,55605.2,1793.48,113.2065
2021-03-16,56900.75,1805.12,112.997
2021-03-17,58912.97,1823.58,113.1726
2021-03-18,57648.16,1776.08,112.7872
2021-03-19,58030.01,1809.1,112.9877
2021-03-22,54083.25,1680.97,113.0154
2021-03-23,54340.89,1668.08,113.3038
2021-03-24,52303.65,1581.84,113.669
2021-03-25,51293.78,1585.74,114.014
2021-03-26,55025.59,1698.84,113.7532
2021-03-29,57635.47,1816.74,113.9447
2021-03-30,58746.57,1840.46,114.2152
2021-03-31,58740.55,1919.37,113.8351
2021-04-01,58720.44,1968.05,113.7504
2021-04-02,58950.01,2133.69,113.7429
2021-04-05,59129.99,2107.38,113.406
2021-04-06,57991.15,2112.21,113.1575
2021-04-07,55953.45,1963.47,113.254
2021-04-08,58077.52,2080.46,113.1015
2021-04-09,58142.54,2066.87,113.2132
2021-04-12,59860.0,2137.69,113.1916
2021-04-13,63575.0,2299.19,113.0489
2021-04-14,62959.53,2432.6,112.7951
2021-04-15,63159.98,2514.04,112.6274
2021-04-16,61334.8,2422.67,112.4913
2021-04-19,55633.14,2161.12,112.1929
2021-04-20,56425.0,2330.03,112.2444
2021-04-21,53787.63,2357.06,112.1862
2021-04-22,51690.96,2397.94,112.2385
2021-04-23,51125.14,2367.39,112.0981
2021-04-26,54001.39,2532.6,111.8207
2021-04-27,55011.97,2666.13,111.9203
2021-04-28,54846.22,2748.24,111.8015
2021-04-29,53555.0,2757.04,111.7583
2021-04-30,57694.27,2772.42,112.0959
2021-05-03,57169.39,3431.04,112.0176
2021-05-04,53200.01,3239.01,112.3021
2021-05-05,57436.11,3524.26,112.1639
2021-05-06,56393.68,3489.73,111.8525
2021-05-07,57314.75,3479.53,111.0372
2021-05-10,55816.14,3945.88,110.803
2021-05-11,56670.02,4173.45,110.904
2021-05-12,49631.32,3823.21,111.5762
2021-05-13,49670.97,3717.91,111.6079
2021-05-14,49841.45,4075.01,111.1476
2021-05-17,43538.04,3282.51,111.0913
2021-05-18,42849.78,3375.07,110.8446
2021-05-19,36690.09,2438.92,110.8933
2021-05-20,40526.64,2768.62,110.8741
2021-05-21,37252.01,2430.98,111.0714
2021-05-24,38796.29,2648.43,110.9254
2021-05-25,38324.72,2705.11,110.8557
2021-05-26,39241.91,2884.94,110.8814
2021-05-27,38529.98,2742.23,110.8829
2021-05-28,35663.49,2412.1,110.7711
2021-05-31,37253.81,2706.15,
2021-06-01,36693.09,2634.57,110.5179
2021-06-02,37568.68,2706.22,110.5924
2021-06-03,39246.79,2857.25,111.1905
2021-06-04,36829.0,2689.51,110.7645
2021-06-07,33552.79,2592.05,110.5275
2021-06-08,33380.81,2507.23,110.6608
2021-06-09,37388.05,2610.18,110.582
2021-06-10,36675.72,2471.09,110.557
2021-06-11,37331.98,2354.01,111.1052
2021-06-14,40516.29,2580.77,110.9779
2021-06-15,40144.04,2543.54,111.3634
2021-06-16,38349.01,2367.89,111.1287
2021-06-17,38092.97,2373.28,112.5881
2021-06-18,35819.84,2234.09,113.0517
2021-06-21,31608.93,1885.49,112.8506
2021-06-22,32509.56,1879.28,112.929
2021-06-23,33678.07,1968.14,112.3931
2021-06-24,34663.09,1989.52,112.3357
2021-06-25,31584.45,1808.82,111.9742
2021-06-28,34494.89,2084.41,112.033
2021-06-29,35911.73,2165.33,112.2692
2021-06-30,35045.0,2275.68,112.5613
2021-07-01,33504.69,2106.41,112.7484
2021-07-02,33786.55,2154.13,112.5507
2021-07-05,33690.14,2196.53,
2021-07-06,34220.01,2322.5,112.9602
2021-07-07,33862.12,2316.57,113.1136
2021-07-08,32875.71,2116.33,113.0863
2021-07-09,33815.81,2146.99,112.8468
2021-07-12,33086.63,2031.58,112.7701
2021-07-13,32729.77,1940.15,113.0153
2021-07-14,32820.02,1994.58,112.8885
2021-07-15,31880.0,1919.51,113.0122
2021-07-16,31383.87,1876.26,113.0504
2021-07-19,30839.65,1818.73,113.5547
2021-07-20,29790.35,1786.03,113.7582
2021-07-21,32144.51,1995.5,113.4018
2021-07-22,32287.83,2024.56,113.4788
2021-07-23,33634.09,2124.25,113.4486
2021-07-26,37237.6,2228.08,113.2335
2021-07-27,39457.87,2299.49,113.2321
2021-07-28,40019.56,2300.9,113.1899
2021-07-29,40016.48,2382.92,112.4927
2021-07-30,42206.37,2461.81,112.6808
2021-08-02,39147.82,2606.93,112.6784
2021-08-03,38207.05,2509.04,112.8331
2021-08-04,39723.18,2724.78,112.906
2021-08-05,40862.46,2826.99,112.778
2021-08-06,42836.87,2891.58,113.3192
2021-08-09,46253.4,3160.52,113.4625
2021-08-10,45584.99,3141.66,113.5072
2021-08-11,45511.0,3160.5,113.2917
2021-08-12,44399.0,3045.96,113.278
2021-08-13,47800.0,3322.32,113.0708
2021-08-16,45901.29,3146.53,113.179
2021-08-17,44695.95,3011.72,113.6263
2021-08-18,44705.29,3014.55,113.705
2021-08-19,46760.62,3184.12,114.1195
2021-08-20,49322.47,3284.82,114.5108
2021-08-23,49488.85,3321.28,113.9526
2021-08-24,47674.01,3170.62,113.6899
2021-08-25,48973.32,3226.87,113.6424
2021-08-26,46843.87,3093.2,113.7986
2021-08-27,49069.9,3273.45,113.3511
2021-08-30,46982.91,3229.64,113.256
2021-08-31,47100.89,3429.2,113.1175
2021-09-01,48810.52,3826.82,112.8832
2021-09-02,49246.64,3785.82,112.7966
2021-09-03,49999.14,3938.11,112.558
2021-09-06,52663.9,3926.77,
2021-09-07,46863.73,3434.57,112.9892
2021-09-08,46048.31,3499.0,113.2414
2021-09-09,46395.14,3424.93,113.053
2021-09-10,44850.91,3208.86,112.9519
2021-09-13,44940.73,3285.35,113.0432
2021-09-14,47111.52,3434.37,113.0151
2021-09-15,48121.41,3613.55,112.9862
2021-09-16,47737.82,3567.98,113.3122
2021-09-17,47299.98,3399.81,113.6074
2021-09-20,43015.62,2977.28,113.9511
2021-09-21,40734.38,2765.9,113.8266
2021-09-22,43543.61,3076.92,113.631
2021-09-23,44865.26,3152.5,113.5224
2021-09-24,42810.57,2928.53,113.7694
2021-09-27,42147.35,2925.59,113.7532
2021-09-28,41026.54,2804.91,114.2571
2021-09-29,41524.28,2850.45,114.7191
2021-09-30,43824.1,3000.61,114.6504
2021-10-01,48141.61,3309.91,114.3899
2021-10-04,49224.94,3386.31,114.2847
2021-10-05,51471.99,3515.27,114.3767
2021-10-06,55315.0,3574.89,114.7292
2021-10-07,53785.22,3587.47,114.5156
2021-10-08,53951.43,3563.13,114.6108
2021-10-11,57471.35,3542.12,
2021-10-12,55996.93,3491.46,114.7667
2021-10-13,57367.0,3607.42,114.4827
2021-10-14,57347.94,3790.82,114.2181
2021-10-15,61672.42,3868.99,114.1033
2021-10-18,62009.84,3744.96,114.0022
2021-10-19,64280.59,3877.03,113.6595
2021-10-20,66001.41,4161.15,113.521
2021-10-21,62193.15,4052.99,113.6322
2021-10-22,60688.22,3972.2,113.6828
2021-10-25,63078.78,4220.37,113.6172
2021-10-26,60328.81,4131.52,113.6863
2021-10-27,58413.44,3922.0,113.6342
2021-10-28,60575.89,4286.02,113.453
2021-10-29,62253.71,4418.89,114.149
2021-11-01,60911.11,4319.43,114.2231
2021-11-02,63219.99,4589.89,114.2997
2021-11-03,62896.48,4603.35,114.3754
2021-11-04,61395.01,4532.32,114.37
2021-11-05,60937.12,4474.24,114.0865
2021-11-08,67525.83,4807.98,113.8391
2021-11-09,66947.66,4732.33,113.7746
2021-11-10,64882.43,4628.78,114.1611
2021-11-11,64774.26,4719.0,
2021-11-12,64122.23,4665.46,114.5263
2021-11-15,63606.74,4563.78,114.6003
2021-11-16,60058.87,4209.76,115.149
2021-11-17,60344.87,4287.8,115.039
2021-11-18,56891.62,3996.9,115.0811
2021-11-19,58052.24,4294.76,115.2318
2021-11-22,56247.18,4085.97,115.6615
2021-11-23,57541.27,4339.44,116.026
2021-11-24,57138.29,4269.36,116.2855
2021-11-25,58960.36,4524.85,
2021-11-26,53726.53,4041.2,116.5259
2021-11-29,57776.25,4444.53,116.596
2021-11-30,56950.56,4630.26,116.2206
2021-12-01,57184.07,4582.95,115.9026
2021-12-02,56480.34,4511.21,116.0313
2021-12-03,53601.05,4215.73,116.2511
